name	ra	dec	micron_flux_12	micron_flux_25	micron_flux_60	micron_flux_100	psc_id	extend_flag	var_flag	obj_id_flag	micron_flux_12_flag	micron_flux_25_flag	micron_flux_60_flag	micron_flux_100_flag	opt_mag	helio_velocity	helio_velocity_error	source	t_type	class
1313-2617	198.41042	-26.2975	0.250034540891647	0.389045119285583	2.41546082496643	3.55631327629089	3	0	N	O	1	3	3	3		3326	36	-5		GALAXY
0519-2617	79.87	-26.28528	0.100000001490116	0.308318763971329	2.26464438438415	3.59749341011047	3	4	N	O	1	1	3	3		13821	44	-5	3	GALAXY
2239-2615	339.97792	-26.26611	0.250034540891647	0.259417951107025	1.20503580570221	1.34586024284363	0	0	N	O	1	1	3	3		34745	120	1743		GALAXY
1457-2615AM	224.38125	-26.25167	0.250034540891647	0.668343901634216	3.04789471626282	4.15910577774048	3	0	N	O	1	3	3	3	15.5600004196167	5040	50	3116		GALAXY
1322-2614	200.62625	-26.23639	0.395366609096527	0.558470189571381	2.25943565368652	2.74157404899597	0	0	N	O	1	1	3	3		18468	36	-5		GALAXY
0834-2614	128.53125	-26.23583	1.24738335609436	6.06736326217651	23.0144176483154	26.0615291595459	4	0	1	Z	3	3	3	3	12.6499996185303	848	4	1210		GALAXY
1322-2612	200.72833	-26.20389	0.250034540891647	0.3475361764431	1.23026883602142	2.50610947608948	3	0	N	Z	1	1	3	3		10086	40	3904		GALAXY
1333-2612	203.39375	-26.20333	0.250034540891647	0.266072511672974	1.38356649875641	2.11836099624634	0	0	N	Z	1	1	3	3		37414	120	1743		GALAXY
2235-2606	338.98458	-26.11056	0.307609707117081	0.493173837661743	6.06736326217651	12.3879642486572	4	0	N	O	1	3	3	3		3395	36	3910	3	GALAXY
A1437-2604	219.48625	-26.08111	0.267300635576248	0.504661321640015	1.33352148532867	1.68267393112183	0	0	N	B	1	1	3	3		32587	300	53		GALAXY
0854-2602	133.74625	-26.04	0.250034540891647	0.286417812108994	2.21309494972229	4.03645324707031	0	0	N	O	1	1	3	3		12446	39	-5		GALAXY
1055-2602	163.95042	-26.03917	0.250034540891647	0.389941990375519	1.61064565181732	2.91742730140686	3	0	N	Z	1	3	3	3	15.4700002670288	10560	30	3116	1	GALAXY
0821-2602	125.29875	-26.03472	0.250034540891647	0.241546094417572	2.07491374015808	5.76766490936279	4	0	N	O	1	3	3	3		1705	2	2202	7	GALAXY
1532-2601	233.01792	-26.02472	0.250034540891647	0.562341332435608	3.22106885910034	3.95366621017456	0	0	N	O	1	1	3	3		20549	36	-5		GALAXY
2257-2601	344.25	-26.02028	0.3475361764431	0.392644912004471	1.83231449127197	2.37684059143066	0	0	N	O	1	1	3	3		8004	120	1743		GALAXY
1228-2600	187.16292	-26.01167	0.250034540891647	0.816582381725311	4.25598382949829	6.8391170501709	4	0	N	O	1	3	3	3		5970	36	-5	1B R	GALAXY
0548-2558	87.125	-25.96833	0.250034540891647	0.198609486222267	2.04173755645752	1.98152720928192	0	0	N	O	1	2	3	3		8865	39	-5		GALAXY
A1455-2557	223.97542	-25.95139	0.269153475761414	0.292415201663971	1.91866874694824	3.74110555648804	3	0	N	O	1	1	3	3		2633	36	-502	1	GALAXY
1034-2556	158.64083	-25.9325	0.379314988851547	0.299916237592697	1.3614444732666	1.75388038158417	4	0	N	Z	1	3	3	3		3280	53	1230	3B R	GALAXY
1214-2555	183.59417	-25.93167	0.250034540891647	0.402717053890228	3.47536158561706	7.06317520141602	4	0	N	O	1	3	3	3		11822	36	-5		GALAXY
N1255	47.84167	-25.90806	0.452897608280182	0.712853014469147	4.43608617782593	11.3501100540161	4	6	N	Z	1	2	3	3	11.9700002670288	1699	15	2	4X3T	GALAXY
I1553	7.54375	-25.88361	0.250034540891647	0.304789483547211	2.40990519523621	4.83058834075928	4	0	N	O	1	1	3	3	14.3000001907349	2827	26	-5	7	GALAXY
N3463	163.20542	-25.87583	0.11994992941618	0.139958739280701	1.099005818367	3.43557953834534	4	0	N	Z	1	1	2	3		3983	20			GALAXY
A0638-2550	99.54	-25.8475	0.255858570337296	0.724435985088348	1.89670586585998	2.2750973701477	4	0	N	O	1	3	3	3		7751	56	-502		GALAXY
0131-2549	22.96708	-25.82083	0.250034540891647	0.250034540891647	1.41579389572144	3.68128967285156	4	0	N	Z	1	1	3	3		5832	26	3111	3	GALAXY
1536-2548	234.0125	-25.81444	0.325836718082428	0.296483129262924	1.46554791927338	13.4276504516602	3	0	N	D	1	1	3	1		2262	100	3617	1	GALAXY
0116-2547	19.20958	-25.79222	0.250034540891647	0.250034540891647	1.47231245040894	3.12607932090759	0	0	N	O	1	1	3	3		16188	120	1743		GALAXY
N1306	49.72292	-25.69139	0.250034540891647	0.429536432027817	2.51767706871033	5.05824661254883	3	0	N	O	1	1	3	3	13.6199998855591	1425	38	-5		GALAXY
1708-2541	257.1725	-25.68778	0.487528502941132	0.429536432027817	1.81134021282196	6.29506206512451	3	0	N	Z	1	1	3	1		6259	50	3612		GALAXY
N 823	31.26792	-25.67278	0.100000001490116	0.100000001490116	0.609536945819855	2.08929634094238	4	0	N	Z	1	1	2	3		4431	17			GALAXY
0520-2539	80.06292	-25.65417	0.250034540891647	0.250034540891647	1.95884490013123	4.93173742294312	3	0	N	O	1	1	3	3		9407	38	-5		GALAXY
A0632-2538	98.02375	-25.64278	0.250034540891647	0.250034540891647	1.22179973125458	3.18419766426086	4	0	N	B	1	1	3	3	14.4700002670288	2488	300	53		GALAXY
	322.88583	-25.62889	0.239883288741112	0.100000001490116	0.529663443565369	0.799834251403809	0	0	N	O	1	1	2	2		20002	36			GALAXY
2005-2536	301.37417	-25.60556	0.250034540891647	0.342767804861069	1.97242259979248	4.57088136672974	4	0	N	O	1	2	3	3	15.1199998855591	8350	70	3116	6	GALAXY
N7115	325.18417	-25.58472	0.250034540891647	0.443608671426773	2.22843551635742	4.90907859802246	4	0	N	O	1	1	3	3		3556	35	3111	6	GALAXY
A0504-2534	76.04042	-25.58167	0.250034540891647	0.237137377262115	1.33045423030853	2.16271877288818	0	0	N	O	1	2	3	3		16392	52	-502		GALAXY
1437-2533	219.32417	-25.56417	0.271019130945206	0.358096450567245	2.09893989562988	6.6834397315979	4	0	N	O	1	1	3	3		3383	38	43		GALAXY
N 253	11.27167	-25.56222	55.7185821533203	155.596527099609	997.700256347656	1857.8046875	4	8	0	Z	3	3	3	3	8.03999996185303	245	5	1	5X S	GALAXY
2051-2530	312.75542	-25.51111	0.269773930311203	0.462381035089493	1.96336019039154	3.66437578201294	0	0	N	O	1	1	3	3		12057	35	-5		GALAXY
I1899	47.5125	-25.49056	0.250034540891647	0.250034540891647	1.25892543792725	3.04789471626282	4	0	N	O	1	1	3	3		6274	53	-502	0	GALAXY
0518-2524	79.74417	-25.41083	0.701455295085907	3.2734067440033	13.1825637817383	11.9949932098389	0	0	V	Z	3	3	3	3	15.4700002670288	12760	54	27		GALAXY
1915-2522	288.8525	-25.37667	0.250034540891647	0.380189388990402	2.36591935157776	3.74973011016846	0	0	N	O	1	1	3	3		11872	36	-5		GALAXY
N2566	124.15875	-25.34194	1.21898949146271	3.97191524505615	23.1739463806152	38.1065902709961	4	1	1	Z	3	3	3	3	11.8100004196167	1637	3	804	1	GALAXY
1258-2516	194.50917	-25.27194	0.239883288741112	0.100000001490116	1.22743916511536	2.79898142814636	0	0	N	O	1	1	2	3		13790	120	1743		GALAXY
N 24	1.84708	-25.2425	0.262421876192093	0.555904269218445	1.25892543792725	3.70680737495422	4	0	N	Z	1	1	3	3	12.1000003814697	560	14	1	5A5S	GALAXY
0433-2514	68.39583	-25.23444	0.250034540891647	0.492039501667023	5.29663419723511	9.84011173248291	4	0	N	Z	1	3	3	3		4843	300	-5		GALAXY
1400-2511	210.19125	-25.18861	0.250034540891647	0.359749317169189	2.14289045333862	4.35511922836304	4	0	N	O	1	1	3	3		6718	51	-5		GALAXY
A1428-2510	217.16792	-25.16778	0.250034540891647	0.290402263402939	1.30016946792603	3.5809645652771	4	0	N	B	1	1	3	3		2548	300	53		GALAXY
0606-2508	91.71	-25.13472	0.250034540891647	0.209411233663559	1.44877195358276	2.39331555366516	4	0	N	O	1	2	3	3		5904	5	2202	6	GALAXY
2155-2507	328.86042	-25.12528	0.250034540891647	0.428548544645309	2.47742247581482	4.69894170761108	4	0	N	O	1	1	3	3		9088	37	-5	1	GALAXY
0921-2503	140.35042	-25.06111	0.250034540891647	0.352370858192444	2.04173755645752	2.83139204978943	3	0	N	O	1	3	3	3		6539	36	-5		GALAXY
N3313	158.75875	-25.05944	0.272897779941559	0.27797132730484	1.39636826515198	4.80839395523071	4	0	N	O	1	1	3	3		3620	59	-502	6	GALAXY
0817-2501	124.27917	-25.03056	0.90573263168335	2.71643924713135	3.38844132423401	3.4593939781189	4	0	1	O	3	3	3	3		1628	35	-5		GALAXY
N 922	35.70625	-25.01472	0.239883288741112	0.616595029830933	5.52077436447144	9.90832042694092	4	2	4	Z	2	3	3	3	12.5200004577637	3067	15	105	6B4P	GALAXY
A0935-2500	143.93708	-25.01056	0.417830348014832	0.250034540891647	1.30016946792603	2.64849996566772	0	0	N	O	1	1	3	3		12587	53	-502		GALAXY
0831-2459	127.79833	-24.98806	0.333426415920258	1.0939564704895	4.95450258255005	5.79428720474243	0	0	N	O	1	3	3	3		29988	36	-5		GALAXY
N6907	305.53333	-24.97194	0.625172674655914	1.2705739736557	13.3659524917603	30.3389205932617	4	2	0	Z	3	3	3	3	12.1800003051758	3186	30	2	4B2S	GALAXY
A0941-2456	145.38125	-24.94333	0.250034540891647	0.250034540891647	1.48593580722809	2.13304495811462	0	0	N	O	1	1	3	3		14910	48	-502		GALAXY
	251.21458	-24.94278	0.316956728696823	0.331131100654602	1.61435830593109	3.11888933181763	3	0	N	O	1	1	3	3		5524	38			GALAXY
0223-2456	35.92667	-24.93389	0.250034540891647	0.363078057765961	3.05492115020752	4.80839395523071	4	0	N	Z	1	3	3	3		10401	58	1210	5	GALAXY
N7252	334.49125	-24.93028	0.381944298744202	0.454988062381744	4.15910577774048	7.36207056045532	4	0	N	Z	1	3	3	3	13.210000038147	4688	15	1	-2A R	GALAXY
A2010-2454	302.5725	-24.90333	0.250034540891647	0.311171650886536	1.5703626871109	3.31131100654602	0	0	N	O	1	1	3	3		11184	39	-502		GALAXY
N3393	161.49625	-24.89667	0.250034540891647	0.711213529109955	2.37684059143066	3.93550109863281	4	0	N	Z	1	3	3	3	14.8299999237061	3730	0	3113	1	GALAXY
N7167	329.42125	-24.87278	0.250034540891647	0.290402263402939	1.2705739736557	3.53183150291443	4	0	N	O	1	1	3	3	13	2575	15	909	6	GALAXY
0420-2451	65.11417	-24.8525	0.250034540891647	0.264849990606308	1.5995579957962	2.76057767868042	3	0	N	O	1	1	3	3	15.1700000762939	13990	36	-1		GALAXY
N2263	99.10708	-24.80389	0.250034540891647	0.386366993188858	1.67109084129334	5.29663419723511	4	0	N	O	1	1	3	3		2708	25	-1		GALAXY
A1852-2445	283.165	-24.76167	0.289734363555908	0.437522083520889	1.74582207202911	1.64437162876129	0	0	N	B	1	2	3	1		11242	300	53		GALAXY
N1385	53.83208	-24.66333	1.21059799194336	2.0137243270874	17.4984683990479	36.475399017334	4	3	2	Z	3	3	3	3	11.789999961853	1503	15	2	6B2S	GALAXY
1858-2438	284.60083	-24.64111	0.250034540891647	0.492039501667023	3.02691316604614	5.92925310134888	3	0	N	O	1	1	3	3		8786	36	-5		GALAXY
A0817-2437	124.31333	-24.62778	0.250034540891647	0.253512889146805	1.3121999502182	2.40436291694641	4	0	N	O	1	1	3	3		1683	52	-502	1	GALAXY
1401-2435 M	210.46375	-24.59167	0.21232445538044	0.100000001490116	1.77010905742645	4.42588376998901	4	4	N	Z	1	1	3	3		2337	8	3111	5	GALAXY
0624-2434	96.19708	-24.56694	0.250034540891647	0.250034540891647	1.25602984428406	2.45470881462097	3	0	N	H	1	1	3	3		7016	27	-1		GALAXY
0224-2431	36.02208	-24.51528	1.3182567358017	0.250034540891647	1.48936104774475	3.3419508934021	4	0	N	Z	1	1	3	3		1515	25	2	8	GALAXY
A0010-2429	2.63375	-24.48889	0.259417951107025	0.100000001490116	0.579428732395172	2.59417963027954	4	0	N	Z	1	1	2	3		10269	40	3910	6	GALAXY
A1433-2428	218.44292	-24.46806	0.250034540891647	0.406443357467651	1.68655300140381	3.1332859992981	0	0	N	O	1	1	3	3		10750	61	-502		GALAXY
0915-2426	138.9575	-24.43639	0.250034540891647	0.15922087430954	1.95884490013123	3.5809645652771	3	0	N	O	1	2	3	3		7880	36	-5		GALAXY
0510-2425	77.52167	-24.42472	0.250034540891647	0.341979414224625	4.16869401931763	5.08159399032593	0	0	N	O	1	3	3	3		10047	40	-5		GALAXY
A0020-2424	5.02958	-24.40389	0.250034540891647	0.887156069278717	1.43879854679108	3.02691316604614	4	0	N	O	1	1	3	3		9912	59	-502	3	GALAXY
A0940-2423	145.11542	-24.39611	0.250034540891647	0.250034540891647	1.25025904178619	1.59220886230469	0	0	N	O	1	1	3	3		8663	60	-502		GALAXY
0012- 422	3.10125	-24.365	0.149968490004539	0.389941990375519	0.818464756011963	2.5351288318634	4	0	N	B	1	1	2	3		7762	0	57		GALAXY
1616-2419	244.035	-24.32639	0.298538267612457	0.749894201755524	5.6885290145874	13.8038463592529	0	0	N	O	1	2	3	1		4532	54	-5		GALAXY
0437-2416	69.25375	-24.28083	0.378442585468292	0.651628434658051	6.137619972229	11.5345335006714	4	0	V	Z	3	3	3	3	14	4422	300	-5	3	GALAXY
0116-2412	19.09167	-24.20667	0.443608671426773	0.186637982726097	2.19280481338501	5.59757614135742	4	0	N	O	1	2	3	3		7040	35	-5		GALAXY
N5085	199.38792	-24.17861	0.572796046733856	0.950604736804962	4.52897596359253	13.8995227813721	4	4	N	O	1	1	3	3	12.0699996948242	1959	14	3111	5A4S	GALAXY
A1412-2410	213.04958	-24.17861	0.138675585389137	0.396278023719788	0.974989712238312	1.71790850162506	0	4	N	Z	1	1	3	3		6390	100	3100		GALAXY
N3383	161.2275	-24.175	0.393550097942352	0.278612107038498	1.6904411315918	4.45656299591065	4	0	N	O	1	1	3	3		3557	56	-502	3	GALAXY
1305-2407	196.49833	-24.11722	0.250034540891647	0.704693078994751	1.40928900241852	1.74984681606293	1	0	N	Z	1	3	3	3		4175	37	27		GALAXY
0540-2405	85.23708	-24.08722	0.250034540891647	0.420726627111435	2.50610947608948	3.4119291305542	0	0	N	O	1	3	3	3		8755	37	-5		GALAXY
A1958-2400	299.53333	-24.01167	0.250034540891647	0.436515808105469	1.82810008525848	4.33510828018189	0	0	N	O	1	1	3	3		8733	35	-502		GALAXY
N 723	27.85958	-24.00278	0.250034540891647	0.314774841070175	1.37404203414917	3.53183150291443	4	0	N	Z	1	1	3	3		1491	26	3905	1	GALAXY
N7247	333.72667	-23.98111	0.599791049957275	0.250034540891647	1.70215833187103	5.06990766525269	4	0	N	Z	1	1	3	3		2456	30	3111	4	GALAXY
1903-2358	285.97125	-23.97139	0.100000001490116	0.396278023719788	1.25602984428406	4.13047552108765	0	4	N	O	1	1	3	3		6408	37	-5		GALAXY
I4280	202.53292	-23.95083	0.498884499073029	0.695024311542511	6.02559566497803	10.6414289474487	4	0	3	O	3	3	3	3		4889	31	-1		GALAXY
2001-2352	300.26833	-23.87361	0.250034540891647	0.327340692281723	3.62243008613586	5.12861442565918	0	0	N	O	1	1	3	3		15249	52	-5		GALAXY
A0830-2352	127.62667	-23.87028	0.393550097942352	0.250034540891647	1.4588143825531	3.32659530639648	4	0	N	O	1	1	3	3		7845	54	-502	0	GALAXY
0519-2351	79.9325	-23.85778	0.250034540891647	0.157761126756668	2.15278148651123	5.57185792922974	4	0	N	O	1	2	3	3		1765	42	-5		GALAXY
A1559-2351	239.75292	-23.85417	0.388150364160538	0.448745399713516	5.99791049957275	0.100000001490116	0	4	N	O	1	1	3	2		8173	37	-502		GALAXY
0514-2350	78.64167	-23.84111	0.250034540891647	0.27797132730484	2.01836609840393	3.03389120101929	3	0	N	O	1	3	3	3		9291	39	-5		GALAXY
1024-2350	156.14292	-23.835	0.250034540891647	0.32062691450119	1.37088167667389	2.51188635826111	4	0	N	O	1	1	3	3		3532	20	-9	-2	GALAXY
N 232 M	10.07292	-23.83389	0.647142589092255	1.099005818367	10.162486076355	19.0107841491699	4	0	N	Z	1	3	3	3		6647	50	1210	1	GALAXY
A0807-2349	121.92958	-23.82444	0.250034540891647	0.215774431824684	1.43548929691315	2.98538279533386	0	0	N	O	1	3	3	3		6964	54	-502		GALAXY
1332-2349	203.235	-23.82028	0.230674743652344	0.466659426689148	2.45470881462097	5.32108211517334	4	4	N	O	1	1	3	3		2640	36	-5		GALAXY
	172.67125	-23.79278	0.100000001490116	0.431519061326981	1.12460494041443	1.71001541614533	0	4	N	O	1	1	3	3		14985	36			GALAXY
I2589	157.49083	-23.77889	0.518800020217896	0.264849990606308	1.30918192863464	3.1405086517334	3	0	N	O	1	1	3	3		3622	53	-502	3	GALAXY
A2132-2345	323.23208	-23.76556	0.250034540891647	0.32136607170105	1.64437162876129	2.08929634094238	0	0	N	O	1	1	3	3		37494	38	-502		GALAXY
0408-2344	62.06125	-23.74583	0.278612107038498	0.206063002347946	2.13796234130859	4.70977306365967	4	0	N	O	1	2	3	3		4229	42	3910	3	GALAXY
A0838-2344	129.68833	-23.73472	0.279254376888275	0.250034540891647	1.78237891197205	4.44631290435791	4	0	N	O	1	1	3	3		3807	53	-502	3	GALAXY
N5042	198.19917	-23.71917	0.184926837682724	0.439541608095169	2.34963321685791	6.93425750732422	4	4	N	Z	1	1	3	3	15	1390	15	2	5X	GALAXY
	178.82708	-23.67611	0.100000001490116	0.100000001490116	1.15877735614777	2.31739473342895	0	0	N	O	1	1	2	2		16075	36			GALAXY
N2139	89.76125	-23.67389	0.341979414224625	0.870963573455811	7.17794179916382	14.7231245040894	4	2	2	Z	3	3	3	3	12.3900003433228	1836	9	1	6X T	GALAXY
1300-2339	195.04625	-23.65361	0.348337322473526	0.879022538661957	14.0604753494263	16.8655300140381	4	0	N	O	1	3	3	3		6446	37	-5		GALAXY
0206-2339	31.74958	-23.65111	0.349945187568665	0.457088232040405	3.30369591712952	9.81747913360596	4	0	0	O	3	3	3	3	13.1999998092651	5321	40	3910	6	GALAXY
1516-2338	229.03083	-23.64028	0.274157404899597	0.398107200860977	1.86208701133728	4.20726585388184	4	0	N	D	1	1	3	3	14	2385	100	3617	1	GALAXY
1320- 338	200.20083	-23.63444	0.169824376702309	0.100000001490116	0.859013557434082	2.20800471305847	3	0	N	O	1	1	2	3		12528	36			GALAXY
2101-2338	315.31875	-23.63417	0.250034540891647	0.333426415920258	2.99916243553162	3.25836706161499	0	0	N	O	1	2	3	3		12000	0	-5		GALAXY
A1321-2337	200.36083	-23.61833	0.250034540891647	0.474241971969604	1.91425573825836	3.1405086517334	3	0	N	O	1	1	3	3		7544	36	-502	5	GALAXY
1257-2336	194.48958	-23.6	0.250034540891647	0.939723312854767	1.53461694717407	2.80543327331543	0	0	N	Z	1	1	3	2		14240	120	1743		GALAXY
2238-2334	339.59958	-23.58111	0.250034540891647	0.403645396232605	1.21059799194336	1.83653855323792	0	0	N	O	1	1	3	3		10192	120	1743		GALAXY
N3331	159.44083	-23.56056	0.250034540891647	0.250034540891647	1.25314128398895	3.55631327629089	4	0	N	B	1	1	3	3		3730	60	91	2	GALAXY
0201-2333	30.39667	-23.55361	0.334965407848358	0.629506230354309	4.01790761947632	7.67361450195313	4	0	N	O	1	3	3	3		4934	36	-5		GALAXY
A1037-2329	159.26083	-23.49333	0.100000001490116	0.100000001490116	0.788860142230988	1.01859140396118	4	0	N	Z	1	1	2	3	12.3500003814697	3973	35	1748	3	GALAXY
A1547-2329	236.7825	-23.49056	0.250034540891647	0.385478377342224	1.58124804496765	3.81944274902344	3	0	N	O	1	1	3	2		5746	39	-502	3	GALAXY
N 45	2.8825	-23.46	0.100000001490116	0.100000001490116	1.61808001995087	4.98884439468384	1	8	N	Z					11.1999998092651	468	5	0 0	8A8S	GALAXY
I2627	166.85833	-23.45528	0.331894487142563	0.272897779941559	3.06196308135986	9.57193946838379	4	0	N	Z	1	1	3	3	12.5299997329712	2090	8	2	4A3S	GALAXY
N3597	168.06	-23.45528	0.729457497596741	2.11348938941956	12.8824920654297	16.4816246032715	4	0	V	Z	3	3	3	3		3485	35	-2	-2	GALAXY
N2772	136.36292	-23.41778	0.260615348815918	0.148593559861183	1.69433772563934	5.15228652954102	4	0	N	O	1	2	3	3		3409	33	-1		GALAXY
N4968	196.1	-23.40972	0.372391700744629	1.24738335609436	2.33883690834045	3.3419508934021	4	0	0	Z	2	3	3	3		2957	26	3111	-2	GALAXY
1048-2323	162.13917	-23.39417	0.427562862634659	0.285101860761642	1.85780465602875	4.54988050460815	4	0	N	Z	1	1	3	3		3979	5	910	3	GALAXY
2219-2320	334.89625	-23.33694	0.250034540891647	0.454988062381744	2.70395851135254	7.07945823669434	0	0	N	O	1	1	3	3		8039	36	-5		GALAXY
1022-2317	155.54167	-23.29972	0.350751876831055	1.49623548984528	10.8143377304077	14.7231245040894	4	0	V	O	2	3	3	3		3662	37	27	1	GALAXY
	202.6	-23.2875	0.100000001490116	0.100000001490116	0.954992651939392	1.279381275177	0	4	N	O	1	1	3	2		10342	38			GALAXY
0641-2316	100.37333	-23.27167	0.250034540891647	0.500034511089325	3.3419508934021	4.69894170761108	0	0	N	O	1	3	3	3		6972	36	-5		GALAXY
N 66	4.13875	-23.21389	0.528445243835449	0.225943565368652	2.02301907539368	4.6665940284729	4	0	N	O	1	2	3	3		7568	32	3910	3	GALAXY
N1229	46.49458	-23.15028	0.100000001490116	0.571478664875031	1.43218791484833	2.76057767868042	4	0	V	Z	2	3	3	3	14	10639	33	27	3B P	GALAXY
0119-2307	19.98875	-23.12972	0.250034540891647	0.250034540891647	1.54525446891785	1.43218791484833	0	0	N	O	1	1	3	3		46887	120	1743		GALAXY
A1430-2307	217.64208	-23.11944	0.250034540891647	0.60117369890213	1.52756607532501	2.02768301963806	0	0	N	O	1	1	3	3		21712	37	-502		GALAXY
N1187	45.09875	-23.06194	1.01624858379364	1.85780465602875	11.6144876480103	26.3026847839355	4	2	1	Z	3	3	3	3	11.1999998092651	1394	10	2	5B1R	GALAXY
1405-2302	211.36583	-23.04944	0.250034540891647	0.333426415920258	1.2078138589859	1.48593580722809	0	0	N	Z	1	1	3	3		14839	120	1743		GALAXY
1136- 301	174.15708	-23.02611	0.100000001490116	0.100000001490116	0.619441092014313	1.30918192863464	4	0	N	Z	1	1	2	3		8210	41			GALAXY
0621-2300	95.27208	-23.00139	0.250034540891647	0.177010908722878	1.84501552581787	3.49140310287476	3	0	N	O	1	3	3	3		11690	62	-1		GALAXY
0548-2259	87.16292	-22.99111	0.250034540891647	0.411149740219116	2.57039546966553	4.74241971969605	4	0	N	O	1	3	3	3		8653	36	-5		GALAXY
A2114-2258	318.70833	-22.98083	0.250034540891647	0.31622776389122	1.37404203414917	2.65460562705994	4	0	N	O	1	1	3	3		8095	36	-502	1	GALAXY
N3513	165.32792	-22.97361	0.250034540891647	0.250034540891647	2.63026762008667	7.62078952789307	4	0	N	Z	1	1	3	3	12.210000038147	1195	8	2	5B3T	GALAXY
N 578	22.01542	-22.92778	0.452897608280182	0.598411619663239	4.64515352249146	13.2129583358765	4	4	N	Z	2	1	3	2	11.5	1619	10	9 9	5X3T	GALAXY
A0813-2254	123.38458	-22.91222	0.289734363555908	0.250034540891647	1.22179973125458	1.6904411315918	0	0	N	O	1	1	3	3		4244	51	-502		GALAXY
1224- 254	186.14458	-22.90222	0.100000001490116	0.100000001490116	0.739605307579041	1.6595870256424	3	0	N	O	1	1	2	3		5912	35			GALAXY
A0528-2253	82.04708	-22.89889	0.250034540891647	0.250034540891647	1.52756607532501	3.05492115020752	0	0	N	O	1	1	3	3		9344	53	-502		GALAXY
N 142	7.15917	-22.89417	0.250034540891647	0.457088232040405	3.81065797805786	5.71478605270386	4	0	N	O	1	3	3	3		8015	38	-5	2	GALAXY
N3955	177.85083	-22.88583	0.90573263168335	1.35518932342529	8.60993671417236	15.8489332199097	4	2	2	Z	2	3	3	3	12.9799995422363	1480	20	910	0 5	GALAXY
A0655-2252	103.90583	-22.8825	0.535796642303467	0.625172674655914	1.5995579957962	7.78036594390869	3	4	N	O	1	1	3	2		20088	43	-502		GALAXY
A1957-2250	299.41875	-22.84722	0.250034540891647	0.275422871112823	1.56314766407013	1.92309188842773	0	0	N	O	1	1	3	3		17186	43	-502		GALAXY
N3511	165.23458	-22.81639	0.887156069278717	0.801678061485291	8.51137924194336	22.4388236999512	4	6	N	Z	1	3	3	3	11.5600004196167	1104	10	2	5A3S	GALAXY
N2223	95.62083	-22.81111	0.175388053059578	0.228559866547585	1.08642566204071	4.31519079208374	4	4	N	Z	1	1	3	3	12.1800003051758	2691	15			GALAXY
A1600-2248	240.22375	-22.80944	0.139958739280701	0.239883288741112	2.78612160682678	2.83791875839233	3	0	N	O	1	1	2	3		4660	36	-502	4	GALAXY
1414-2248	213.69208	-22.80278	0.250034540891647	0.306902199983597	2.48885750770569	2.99916243553162	0	0	N	O	1	1	3	3		23850	40	-5		GALAXY
N2613	127.79583	-22.80139	0.756832897663116	0.814704298973083	6.76083040237427	20.3704223632812	4	2	0	O	3	3	3	3	11.3299999237061	1679	25	2	3A3S	GALAXY
1237-2248	189.29792	-22.80111	0.250034540891647	0.373250186443329	1.23879671096802	2.36047840118408	3	0	N	D	1	1	3	3		5759	34	3111	5	GALAXY
A1657-2244	254.3525	-22.74806	0.385478377342224	0.402717053890228	1.80717396736145	13.8356647491455	3	0	N	O	1	1	3	1		6028	44	-502		GALAXY
N1415	54.69	-22.72444	0.255858570337296	0.549540877342224	5.27229881286621	12.3310508728027	4	0	0	Z	2	3	3	3	12.6999998092651	1566	22	27	0X5S	GALAXY
A1426-2242	216.63083	-22.70722	0.250034540891647	0.346736878156662	1.35518932342529	2.95120930671692	4	0	N	O	1	1	3	3		8801	278	-502	7	GALAXY
N 858	32.55583	-22.70361	0.250034540891647	0.558470189571381	1.2705739736557	2.49459457397461	4	0	N	Z	1	1	3	3	14.3699998855591	12356	35	4 0	5X T	GALAXY
A2210-2241	332.60125	-22.69083	0.258821278810501	0.32136607170105	1.82389581203461	3.55631327629089	4	0	N	O	1	1	3	2		5187	35	-502	3	GALAXY
A0030-2238	7.70208	-22.63611	0.87297135591507	0.316956728696823	2.18776178359985	4.40554904937744	3	0	N	O	1	1	3	3		18381	24	-502	5	GALAXY
0100-2237	15.095	-22.63583	0.286417812108994	0.555904269218445	2.2438817024231	1.78648746013641	0	0	N	O	1	3	3	3		35286	56	-2		GALAXY
A0428-2233	67.0625	-22.55528	0.489778816699982	0.273526906967163	1.28824961185455	1.82810008525848	0	0	N	O	1	1	3	3		34181	56	-502		GALAXY
A0302-2230	45.68333	-22.50528	0.250034540891647	0.250034540891647	1.59220886230469	2.91071701049805	0	0	N	O	1	1	3	3		13767	42	-502		GALAXY
2112- 230	318.06375	-22.50139	0.109900586307049	0.100000001490116	0.939723312854767	1.4588143825531	4	0	N	O	1	1	2	3		11129	45			GALAXY
1417- 228	214.38333	-22.48889	0.100000001490116	0.449779838323593	0.559757649898529	1.56675124168396	3	0	N	O	1	1	2	3		7719	36			GALAXY
A0500-2229	75.01167	-22.48861	0.250034540891647	0.250034540891647	1.22461640834808	2.40436291694641	0	0	N	B	1	1	3	3		23054	300	53		GALAXY
A0346-2223	56.70708	-22.39278	0.250034540891647	0.250034540891647	1.3121999502182	2.70395851135254	4	0	N	B	1	1	3	3		12141	300	53	3	GALAXY
I1435	332.66458	-22.34528	0.250034540891647	0.29376494884491	1.51705038547516	4.01790761947632	4	0	N	O	1	1	3	3		5269	35	-502	3	GALAXY
