name	ra	dec	micron_flux_12	micron_flux_25	micron_flux_60	micron_flux_100	psc_id	extend_flag	var_flag	obj_id_flag	micron_flux_12_flag	micron_flux_25_flag	micron_flux_60_flag	micron_flux_100_flag	opt_mag	helio_velocity	helio_velocity_error	source	t_type	class
0936+4839	144.06833	48.64944	0.250034540891647	0.250034540891647	1.56675124168396	4.62380981445313	1	0	N	H	1	1	3	3	15.1000003814697	7439	24	-1	20	GALAXY
0520+4840	80.02792	48.66861	0.304088532924652	1.58124804496765	5.11681842803955	5.04661226272583	0	0	N	O	1	3	3	3		10202	55	-5		GALAXY
0933+4842	143.32708	48.69833	0.250034540891647	0.690239787101746	5.86138153076172	8.39459991455078	1	0	N	Z	1	3	3	3	15	7777	34	-1		GALAXY
1647+4847 M	251.78417	48.79806	0.16634127497673	0.308318763971329	1.46217703819275	2.90402293205261	4	4	N	Z	1	1	3	3	14.6000003814697	7746	35	27		GALAXY
0723+4848	110.77458	48.80222	0.250034540891647	0.477529287338257	2.924152135849	3.11888933181763	1	0	N	O	1	3	3	3	15.1999998092651	5834	30	-1		GALAXY
0159+4849	29.83542	48.83	0.250034540891647	0.270395874977112	2.12324452400208	3.4593939781189	0	0	N	O	1	3	3	3		14926	55	-5		GALAXY
0019+4851	4.83292	48.85444	0.250034540891647	0.127057403326035	1.71395719051361	3.93550109863281	1	0	N	H	1	2	3	3	14.8000001907349	5163	36	-1		GALAXY
1538+4851	234.55625	48.8575	0.250034540891647	0.250034540891647	1.40604758262634	1.47231245040894	0	0	N	O	1	1	3	3		22341	89	2134		GALAXY
1852+4851	283.23	48.86361	0.250034540891647	0.250034540891647	1.41579389572144	2.58225989341736	4	0	N	H	1	1	3	3	14.3000001907349	6528	35	-1	20	GALAXY
10036+4852	150.89792	48.87361	0.250034540891647	0.319889515638351	4.77529287338257	6.28058338165283	1	0	N	H	1	2	3	3		19421	53	-1		GALAXY
N4047	180.06917	48.915	0.480839341878891	0.290402263402939	3.75837445259094	10.6659641265869	1	0	3	Z	3	3	3	3	12.9399995803833	3421	31	27	3A5T	GALAXY
N3928	177.29333	48.96111	0.250034540891647	0.437522083520889	2.6668586730957	5.45757865905762	1	0	N	Z	1	3	3	3	13.1000003814697	974	29	27	-5	GALAXY
N3893	176.50042	48.98833	1.44211542606354	1.74984681606293	15.031421661377	38.1944274902344	4	3	V	Z	3	3	3	3	11.1000003814697	977	8	2	5X1T	GALAXY
1852+4909	283.04792	49.15722	0.100000001490116	0.149623572826385	0.767361462116241	1.61064565181732	3	4	N	O	1	1	3	3		23322	23			GALAXY
1932+4909	293.18917	49.15917	0.267916828393936	0.191866874694824	1.51356101036072	2.74157404899597	0	0	0	H	2	3	3	3	15.3999996185303	7933	36	-1		GALAXY
N2541	122.75875	49.20806	0.100000001490116	0.100000001490116	2.13304495811462	4.76430940628052	4	4	N	Z	1	1	3	3	12.1400003433228	553	8	2	6A7S	GALAXY
	45.2575	49.26639	0.100000001490116	0.193642199039459	0.993116021156311	2.14289045333862	0	4	N	B	1	1	3	1		11452	300	53		GALAXY
1530+4917	232.64917	49.2925	0.250034540891647	0.21232445538044	1.61435830593109	3.49945187568665	0	0	N	O	1	2	3	3		7503	56	2134		GALAXY
0927+4917	141.94125	49.29972	0.374972999095917	0.462381035089493	1.74984681606293	2.36047840118408	1	0	N	Z	1	3	3	3	15.3000001907349	10240	30	-1		GALAXY
N5448	210.23125	49.41222	0.283139199018478	0.250034540891647	1.63305222988129	5.19995927810669	1	0	N	Z	1	1	3	3	12.5299997329712	2023	10	2134	1X4R	GALAXY
N2854	140.15667	49.42028	0.463446915149689	0.250034540891647	1.99526214599609	2.93764996528625	4	0	N	Z	1	1	3	1	13.8000001907349	2732	20	27	3B	GALAXY
N2856	140.2225	49.46389	0.341979414224625	0.870963573455811	8.0167818069458	16.3681640625	4	0	V	Z	2	3	3	3	13.8999996185303	2638	19	27	5	GALAXY
1417+4927	214.47417	49.465	0.250034540891647	0.86099374294281	6.20869016647339	8.39459991455078	1	0	N	H	1	3	3	3	15.3999996185303	7666	39	2134		GALAXY
06211+4932	95.26208	49.53583	0.221819624304771	0.396278023719788	3.66437578201294	7.90678644180298	1	0	1	O	2	3	3	3	14.8999996185303	5856	18	-1		GALAXY
	267.65458	49.55389	0.100000001490116	0.100000001490116	0.749894201755524	1.28824961185455	1	4	N	O	1	1	3	3		7369	55			GALAXY
0721+4935	110.30417	49.59083	0.290402263402939	0.309029549360275	2.17771005630493	4.87528467178345	1	0	N	Z	1	1	3	3	13.6000003814697	5949	5	9 9	3B	GALAXY
N5795	223.66417	49.59917	0.250034540891647	0.29376494884491	2.64849996566772	6.98232364654541	1	0	N	O	1	3	3	3	14.6999998092651	2308	36	27	20	GALAXY
0536+4940	84.21333	49.66861	0.336511582136154	0.984011054039001	14.2232913970947	23.4422817230225	1	0	0	H	3	3	3	3		5721	39	-1		GALAXY
N5676	217.755	49.67722	1.0889298915863	1.61064565181732	11.9674072265625	31.2607860565186	4	3	V	Z	3	3	3	3	11.8699998855591	2104	17	2729	4A3T	GALAXY
0734+4943	113.54667	49.72444	0.250034540891647	0.296483129262924	1.33967661857605	2.35504913330078	0	0	N	H	1	2	3	3		25005	41	-2		GALAXY
0036+4944	9.20542	49.73611	0.390840888023376	0.250034540891647	1.52054762840271	2.30144166946411	0	0	N	H	1	1	3	3		6541	45	-1		GALAXY
0024+4945	6.05875	49.75472	0.250034540891647	0.168267413973808	2.25943565368652	5.847900390625	1	0	N	H	1	2	3	3	15.6000003814697	5170	20	631	4A	GALAXY
0611+4947	92.95708	49.79639	0.250034540891647	0.325836718082428	2.23872137069702	4.07380294799805	1	0	N	H	1	1	3	3	15	5784	19	-1		GALAXY
0323+4948	50.9375	49.80861	0.250034540891647	0.189670592546463	1.36458313465118	2.60015940666199	1	0	N	H	1	2	3	3	17.5	6355	33	-1	5	GALAXY
1952+4948	298.16375	49.81028	0.250034540891647	0.172981649637222	1.6218101978302	3.5156044960022	1	0	N	H	1	2	3	3	15.3000001907349	7518	43	-1	D	GALAXY
N5660 M	217.00042	49.84944	0.317687392234802	0.319889515638351	3.38844132423401	9.66050910949707	1	2	N	Z	1	3	3	3	12.4399995803833	2336	20	2	5X3T	GALAXY
N4100	180.90083	49.86028	0.721107423305511	1.04712855815888	9.01571273803711	22.38720703125	4	3	V	Z	3	3	3	3	11.6999998092651	1080	10	614	4A2T	GALAXY
N5804	223.86417	49.86861	0.250034540891647	0.25527012348175	2.19280481338501	4.17830419540405	1	0	N	Z	1	3	3	3	14	4097	28	5	3B	GALAXY
1844+4953	281.01	49.88806	0.250034540891647	0.250034540891647	1.25025904178619	2.61216163635254	0	0	N	H	1	1	3	3		13629	28	-1		GALAXY
0705+4954	106.36208	49.90028	0.250034540891647	0.711213529109955	3.63077998161316	4.75335264205933	1	0	N	H	1	3	3	3	15.5	4662	36	-1		GALAXY
1932+4954	293.16208	49.90528	0.250034540891647	0.250034540891647	1.36458313465118	4.48745346069336	4	0	N	H	1	1	3	3		9642	38	-1		GALAXY
0738+4956	114.70042	49.9275	0.341979414224625	0.695024311542511	1.56314766407013	2.16271877288818	4	0	1	Z	3	3	3	3	13.3000001907349	6658	20	631	3B	GALAXY
N6283	254.53458	49.99361	0.250034540891647	0.367282301187515	1.2078138589859	2.69153451919556	1	0	N	Z	1	1	3	3	13.6999998092651	1093	36	-1	20 P	GALAXY
0112+5005	18.03958	50.09222	0.250034540891647	0.269153475761414	1.77010905742645	3.37287306785583	1	0	N	Z	1	3	3	3	15.6999998092651	7280	200	2411		GALAXY
1950+5008	297.63875	50.135	0.250034540891647	0.250034540891647	1.26765203475952	2.72270083427429	0	0	N	H	1	1	3	3		7490	36	-1		GALAXY
1947+5011	296.90417	50.185	0.250034540891647	0.272270143032074	2.44343066215515	4.45656299591065	1	0	N	H	1	3	3	3	14.5	7663	45	-1	1B	GALAXY
0125+5015	21.44167	50.25167	0.250034540891647	0.260015934705734	2.39331555366516	5.67544555664063	0	0	N	O	1	1	3	3		15522	70	-5		GALAXY
0906+5015	136.64125	50.26278	0.250034540891647	0.352370858192444	1.58489334583283	2.93764996528625	0	0	N	Z	1	1	3	3	14.3999996185303	10328	30	27	6	GALAXY
0157+5015	29.47917	50.26444	0.258821278810501	0.765596628189087	5.15228652954102	8.31763648986816	4	2	2	O	3	3	3	3	14.3999996185303	4865	55	-5	15	GALAXY
0532+5016	83.1725	50.28139	0.250034540891647	0.250034540891647	1.3182567358017	2.16271877288818	0	0	N	H	1	1	3	3		5842	48	-1		GALAXY
N2639 M	130.01125	50.38583	0.345143735408783	0.393550097942352	2.00447225570679	7.07945823669434	1	0	N	Z	1	1	3	3	12.3999996185303	3226	16	27	1A R	GALAXY
0253+5023	43.32292	50.39667	0.304789483547211	0.422668606042862	3.732501745224	8.37529277801514	0	0	N	O	1	3	3	3	17	3884	20	631	5	GALAXY
0650+5025	102.65833	50.41806	0.250034540891647	0.354813396930695	1.85780465602875	2.67916822433472	4	0	N	Z	1	2	3	3	15.1000003814697	5994	0	526		GALAXY
1620+5029	245.23958	50.48694	0.250034540891647	0.304088532924652	1.66724717617035	3.47536158561706	1	0	N	O	1	3	3	3	15.6999998092651	17022	61	2729		GALAXY
0245+5033	41.25583	50.5475	0.279254376888275	0.313328564167023	3.54813361167908	11.4024953842163	4	3	N	O	1	3	3	3	14.8000001907349	4937	16	37	3	GALAXY
16530+5033	253.26458	50.5525	0.250034540891647	0.262421876192093	1.55596578121185	3.19889497756958	1	0	N	H	1	3	3	3	15.6000003814697	2895	49	-2		GALAXY
N5520	212.63708	50.58139	0.272270143032074	0.469894111156464	2.30674743652344	5.75439929962158	1	0	N	H	1	3	3	3	13.3000001907349	1872	25	27	3	GALAXY
1112+5035	168.00333	50.59833	0.100000001490116	0.176197603344917	1.24451470375061	2.78612160682678	1	4	N	H	1	1	3	3		14130	34	-1		GALAXY
18417+5037	280.42083	50.61083	0.250034540891647	0.250034540891647	1.41579389572144	3.80189442634583	1	0	N	H	1	1	3	3	15.6000003814697	15911	71	-2		GALAXY
1739+5036	264.75042	50.61639	0.100000001490116	0.21134889125824	1.21618616580963	1.61064565181732	0	4	N	O	1	3	3	3		12035	55	-5		GALAXY
N4085	180.70542	50.63333	0.315500468015671	0.590201139450073	5.50807762145996	14.7231245040894	4	2	0	Z	2	3	3	3	13.1099996566772	750	10	614	5X5S	GALAXY
0119+5039	19.945	50.66111	0.250034540891647	0.250034540891647	1.33967661857605	2.91071701049805	0	0	N	H	1	1	3	3		7534	36	-1		GALAXY
02478+5040	41.94375	50.67056	0.250034540891647	0.250034540891647	1.48936104774475	3.17687392234802	1	0	N	O	1	1	3	3	15.3000001907349	4983	23	-502		GALAXY
N4157	182.14333	50.76083	1.76603770256043	2.15774440765381	17.579231262207	49.6592445373535	4	7	V	Z	2	2	3	3	11.8999996185303	735	29	2700	3X3S	GALAXY
0502+5046	75.60917	50.77528	0.250034540891647	0.250034540891647	1.28824961185455	3.75837445259094	0	0	N	H	1	1	3	3		6698	70	-1		GALAXY
A2226+5047	336.69958	50.79889	0.250034540891647	0.250034540891647	1.40928900241852	2.35504913330078	0	0	N	O	1	1	3	3		10609	39	-502		GALAXY
1859+5048	284.89417	50.80972	0.250034540891647	0.478630095720291	4.6131763458252	8.26038074493408	1	0	N	H	1	3	3	3	15.1000003814697	8117	35	-1		GALAXY
N4088	180.75708	50.81861	2.06062984466553	3.40408158302307	27.0395793914795	60.394847869873	4	7	1	Z	3	3	3	3	11.3900003433228	752	10	614	4X2T	GALAXY
A2038+5049	309.65792	50.82694	0.431519061326981	0.255858570337296	1.23310470581055	7.24435997009277	0	0	N	H	1	1	3	1		2807	58	-1		GALAXY
N6764	286.75583	50.85111	0.498884499073029	1.38995265960693	6.7452802658081	13.0016984939575	4	0	1	Z	3	3	3	3	13.1999998092651	2379	32	27	3B S	GALAXY
N2500	119.5325	50.87722	0.286417812108994	0.422668606042862	3.03389120101929	6.20869016647339	4	4	N	Z	1	1	3	3	12.3900003433228	519	10	2	7B7T	GALAXY
0617+5054	94.39333	50.90278	0.175388053059578	0.100000001490116	0.870963573455811	2.61818289756775	0	4	N	Z	1	1	3	3		5673	37	2754		GALAXY
N5480	211.12667	50.9625	0.415910631418228	0.422668606042862	3.81944274902344	10.3752851486206	1	0	2	Z	3	3	3	3	12.8999996185303	1860	20	613	5A2S	GALAXY
0620+5100	95.19125	51.00583	0.250034540891647	0.250034540891647	1.49279451370239	2.33345818519592	1	0	N	H	1	1	3	3	15.5	11079	50	-1		GALAXY
0238+5102	39.7175	51.03889	0.250034540891647	0.328095287084579	2.54683041572571	3.84591817855835	0	0	N	O	1	3	3	3		7263	56	-5		GALAXY
10507+5103	162.65708	51.03917	0.250034540891647	0.276694178581238	1.43218791484833	2.97851634025574	1	0	N	B	1	1	3	3	15.5	7854	300	53	3B	GALAXY
0210+5104	32.675	51.07778	0.250034540891647	0.185780435800552	2.48885750770569	3.2734067440033	0	0	N	O	1	2	3	3		10615	56	-5		GALAXY
0834+5105	128.60375	51.095	0.250034540891647	0.254683047533035	2.05589032173157	2.60015940666199	0	0	N	O	1	1	3	3		29028	27	-5		GALAXY
1057+5112	164.25792	51.17139	0.249459475278854	0.809095859527588	3.39625287055969	5.43250370025635	1	0	1	O	3	3	3	3	14.3000001907349	2889	18	-5	-1B P	GALAXY
N6478	266.86375	51.17139	0.250034540891647	0.127057403326035	1.46554791927338	5.23600435256958	1	0	N	Z	1	2	3	3	14.1000003814697	6776	15	9 9	5A	GALAXY
1615+5110	243.77167	51.17417	0.307609707117081	0.241546094417572	1.53461694717407	2.74789428710937	0	0	N	O	1	3	3	3		12553	56	2729		GALAXY
0658+5110	104.52292	51.18222	0.250034540891647	0.404575884342194	1.77827942371368	3.5809645652771	1	0	N	H	1	1	3	3	15.6999998092651	6271	34	-1		GALAXY
N2841	139.64917	51.18833	0.89949756860733	0.829850852489471	4.40554904937744	24.1546020507812	4	8	N	Z	1	1	3	3	10.2700004577637	631	17	27	3A1R	GALAXY
A1203+5111	180.82958	51.18917	0.250034540891647	0.250034540891647	1.23026883602142	2.36047840118408	0	0	N	O	1	1	3	3		28102	24	-502		GALAXY
1821+5117	275.41625	51.29222	0.250034540891647	0.250034540891647	1.28824961185455	3.19153738021851	0	0	N	H	1	1	3	3	15.3000001907349	8281	29	-1		GALAXY
1857+5120	284.36625	51.33861	0.250034540891647	0.250034540891647	1.75388038158417	2.95120930671692	0	0	N	H	1	1	3	3		23276	38	-1		GALAXY
1228+5124	187.065	51.41556	0.327340692281723	0.250034540891647	1.22461640834808	1.67880415916443	1	0	N	H	1	1	3	2		13460	36	-1		GALAXY
1557+5126	239.4225	51.44444	0.250034540891647	0.199986189603806	1.58124804496765	4.77529287338257	1	0	N	O	1	2	3	3	15	3706	56	2729	2A	GALAXY
1729+5127	262.43208	51.46528	0.250034540891647	0.219785988330841	1.86208701133728	3.79314970970154	0	0	N	H	1	3	3	3	15.5	13876	36	-1		GALAXY
0512+5128	78.245	51.47778	0.291071712970734	0.966050922870636	6.1801643371582	7.11213493347168	3	0	N	O	1	3	3	3		8458	55	-5		GALAXY
N2681	132.50333	51.50111	0.34914031624794	0.591561675071716	7.07945823669434	11.3762731552124	4	0	N	Z	1	3	3	3	11.3400001525879	692	20	631	0X T	GALAXY
0523+5135	80.795	51.59444	0.441570430994034	0.250034540891647	1.54525446891785	1.62929606437683	0	0	N	O	1	1	3	2		7919	54	-2		GALAXY
0307+5138	46.97333	51.64667	0.271643936634064	0.530884444713593	3.67282342910767	4.69894170761108	0	0	N	O	1	2	3	3		14268	31	-5		GALAXY
0126+5140	21.63292	51.67889	0.250034540891647	0.250034540891647	1.24451470375061	3.94457268714905	0	0	N	H	1	1	3	3	16.5	5711	28	-1	2B	GALAXY
1940+5142	295.02917	51.70028	0.250034540891647	0.135831356048584	2.15774440765381	5.75439929962158	1	0	N	H	1	2	3	3	15.1999998092651	10578	30	-1	20	GALAXY
1115+5146	168.74292	51.74667	0.250034540891647	0.380189388990402	2.2750973701477	4.3853063583374	1	0	N	H	1	2	3	3	13.6999998092651	2843	20	27	3	GALAXY
1444+5148	221.02875	51.78861	0.250034540891647	0.472063064575195	3.12607932090759	4.07380294799805	1	0	N	Z	1	3	3	3	14.6999998092651	9249	100	37		GALAXY
A2308+5155	347.085	51.92611	0.250034540891647	0.250034540891647	1.25025904178619	6.76083040237427	0	0	N	O	1	1	3	1		11941	22	-502		GALAXY
0559+5203	89.81708	52.05444	0.250034540891647	0.325087308883667	1.65196204185486	2.55270099639893	0	0	N	H	1	1	3	3		8350	49	2732		GALAXY
0912+5205	138.055	52.09917	0.250034540891647	0.283139199018478	1.26182734966278	1.64437162876129	0	0	N	H	1	1	3	3		17599	36	-1		GALAXY
A0158+5207	29.72208	52.12556	0.250034540891647	0.250034540891647	1.75388038158417	1.67880415916443	0	0	N	O	1	1	3	3		23066	31	-502		GALAXY
A0249+5208	42.34667	52.14333	0.680769383907318	0.250034540891647	1.28824961185455	3.04789471626282	0	0	N	O	1	1	3	3		12789	30	-502		GALAXY
0901+5209	135.23458	52.145	0.250034540891647	0.266072511672974	1.29121911525726	1.74984681606293	1	0	N	Z	1	2	3	3	15.5	18727	89	-1		GALAXY
1550+5214	237.54458	52.24306	0.250034540891647	0.165576994419098	1.2647362947464	1.99986183643341	1	0	N	O	1	2	3	3	16	11832	56	2729		GALAXY
0853+5218	133.27708	52.2975	0.250034540891647	0.275422871112823	1.86637985706329	4.63446950912476	1	0	N	Z	1	1	3	3	13.6000003814697	4032	22	2712	1	GALAXY
0152+5224	28.04083	52.4125	0.250034540891647	0.250034540891647	3.00607657432556	4.37522125244141	0	0	N	O	1	1	3	3		23957	66	-5		GALAXY
0724+5234	111.05542	52.57361	0.250034540891647	0.250034540891647	1.49968481063843	4.02717065811157	1	0	N	H	1	1	3	3	15	6493	39	-1		GALAXY
N6090NE M	242.6	52.58444	0.295801222324371	1.21338880062103	6.45654153823853	9.35405540466309	1	0	V	Z	3	3	3	3	14.5	8822	30	2712	7	GALAXY
1020+5236	155.09875	52.59361	0.260615348815918	0.389941990375519	4.19758987426758	8.26038074493408	1	0	N	Z	1	3	3	3	15	9647	37	-1	20	GALAXY
N3953	177.79917	52.60694	1.05196177959442	1.24165225028992	7.09577703475952	31.4774761199951	4	7	N	Z	1	1	3	3	11.1099996566772	1037	9	27	4B1R	GALAXY
N5875	226.92958	52.7175	0.323593646287918	0.290402263402939	2.24905467033386	6.95024347305298	1	2	7	Z	2	3	3	3	13.3999996185303	3527	20	613	3A	GALAXY
0803+5243	120.75625	52.72917	0.250034540891647	0.2213094830513	2.99916243553162	4.23642921447754	0	0	N	H	1	2	3	3		25006	42	-2		GALAXY
A0158+5243	29.60917	52.72944	0.250034540891647	0.250034540891647	1.30918192863464	2.16770386695862	0	0	N	O	1	1	3	3		19399	23	-502		GALAXY
0828+5247	127.18625	52.77556	0.250034540891647	0.703072309494019	4.79733419418335	7.49894189834595	1	0	N	Z	1	3	3	3	14.6999998092651	5104	0	3		GALAXY
1634+5252	248.51417	52.88111	0.250034540891647	0.250034540891647	2.21819615364075	5.10504913330078	1	0	N	O	1	1	3	3		8684	38	2729		GALAXY
2343+5257	355.90792	52.95528	0.250034540891647	0.696626484394073	5.27229881286621	7.83429718017578	0	0	N	O	1	3	3	3		10233	23	-5		GALAXY
A0201+5258	30.49625	52.96667	0.100000001490116	0.199986189603806	1.2078138589859	0.859013557434082	0	0	N	O	1	1	2	3		15364	23	-502		GALAXY
N4102	180.96167	52.98889	1.44877195358276	6.8391170501709	47.4242095947266	68.5488204956055	1	0	0	Z	3	3	3	3	12.6700000762939	862	30	2	3X S	GALAXY
0512+5308	78.21375	53.13639	0.230674743652344	0.439541608095169	3.03389120101929	4.48745346069336	1	0	V	O	2	3	3	3		8482	55	-5		GALAXY
02100+5310	32.47542	53.17778	0.250034540891647	0.312607944011688	1.41579389572144	2.5292980670929	1	0	N	O	1	1	3	3	15.1000003814697	4784	22	-502		GALAXY
1713+5313BM	258.30958	53.23083	0.250034540891647	0.529663443565369	6.29506206512451	7.97994613647461	3	0	N	O	1	3	3	3		15270	41	-202		GALAXY
1004+5320	151.23208	53.32667	0.250034540891647	0.393550097942352	2.0511622428894	5.6104793548584	1	0	N	Z	1	3	3	3	13.8000001907349	1121	15	2	5A	GALAXY
0637+5320	99.29417	53.33222	0.250034540891647	0.283791899681091	1.48593580722809	2.18272995948791	1	0	N	Z	1	1	3	3	15.6000003814697	11130	100	1901		GALAXY
1020+5321 M	155.15125	53.35889	0.250034540891647	0.31622776389122	1.40928900241852	3.11171650886536	1	0	N	Z	1	1	3	3	15	9395	36	2712		GALAXY
N3729	172.77208	53.40194	0.291071712970734	0.369828194379807	2.66072487831116	7.76247072219849	1	2	N	Z	1	3	3	3	12.2600002288818	1096	37	27	1B R	GALAXY
N3631	169.55	53.44417	1.15345335006714	1.42560768127441	9.61612319946289	28.2487983703613	4	7	0	Z	3	3	3	3	11.2700004577637	1156	1	912	5A1S	GALAXY
0751+5327	117.85958	53.4625	0.630957365036011	0.334965407848358	1.40281355381012	3.74973011016846	1	0	N	Z	1	2	3	3	14.3999996185303	7328	41	2732	-7 S	GALAXY
2257+5328	344.30333	53.47083	0.250034540891647	0.250034540891647	1.28824961185455	3.31894469261169	1	0	N	H	1	1	3	3	15.5	5323	29	-1	5	GALAXY
1439+5332	219.86875	53.54917	0.250034540891647	0.334965407848358	2.07491374015808	2.36047840118408	0	0	N	O	1	3	3	3		31450	50	2134		GALAXY
A2254+5336	343.685	53.61028	0.11994992941618	0.308318763971329	1.74984681606293	6.98232364654541	0	4	N	O	1	3	3	3		5288	23	-502		GALAXY
1137+5338	174.48458	53.64278	0.250034540891647	0.250034540891647	2.11836099624634	2.93764996528625	0	0	N	O	1	1	3	3		27648	26	-5		GALAXY
1646+5338	251.5225	53.64806	0.250034540891647	0.250034540891647	1.63681650161743	2.87739825248718	1	0	N	O	1	1	3	3		8482	24	-5		GALAXY
N3992	178.7425	53.65028	0.449779838323593	0.619441092014313	3.22849369049072	15.4881677627563	4	4	N	Z	1	1	2	3	10.8000001907349	1051	10	2	4B1T	GALAXY
N3549	167.01875	53.65639	0.249459475278854	0.404575884342194	1.46892642974854	5.24807500839233	4	4	N	Z	1	1	3	3	12.7600002288818	2867	10	2	5A4S	GALAXY
1439+5343	219.76125	53.7175	0.250034540891647	0.537031829357147	1.34586024284363	1.84926843643189	1	0	N	Z	1	3	3	3	15.1999998092651	11310	39	27		GALAXY
N5001	196.85667	53.75917	0.250034540891647	0.32062691450119	2.673006772995	6.19441175460815	1	0	N	H	1	2	3	3	14.6000003814697	9087	34	-1	3A	GALAXY
N3310	158.915	53.76333	1.60694110393524	5.26017236709595	34.6736831665039	46.8813400268555	4	0	1	Z	3	3	3	3	11.1999998092651	989	29	100	4X3R	GALAXY
A0100+5346	15.02792	53.76722	0.147910848259926	0.299226462841034	2.0511622428894	7.37904262542725	0	4	N	O	1	3	3	2		5806	23	-502		GALAXY
A1116+5351	169.18292	53.86222	0.250034540891647	0.250034540891647	1.38675570487976	2.44343066215515	0	0	N	O	1	1	3	3		32140	25	-502		GALAXY
	210.80625	53.89111	0.250034540891647	0.250034540891647	1.12201833724976	4.78630018234253	4	4	N	M	1	1	3	3		277	7			GALAXY HII REGION
N2701	133.85917	53.96278	0.298538267612457	0.250034540891647	1.95884490013123	5.94292211532593	1	0	N	Z	1	1	3	3	12.710000038147	2250	33	27	5X3T	GALAXY
0539+5359	84.82542	53.98889	0.395366609096527	0.478630095720291	2.12324452400208	2.64849996566772	0	0	N	H	1	3	3	3		8075	45	-2		GALAXY
19299+5400	292.48958	53.99056	0.314050853252411	0.484172374010086	2.93089318275452	10.7398920059204	1	6	N	Z	1	3	3	3	14.8000001907349	3866	35	2700	3	GALAXY
1809+5400	272.41875	54.00056	0.250034540891647	0.250034540891647	1.32739448547363	2.10862827301025	3	0	N	H	1	1	3	3		8040	33	-1		GALAXY
0139+5402	24.84375	54.04056	0.250034540891647	0.254097253084183	2.07491374015808	4.23642921447754	3	0	N	O	1	2	3	2		8080	55	-5		GALAXY
N3656 M	170.20958	54.11389	0.250034540891647	0.250034540891647	2.39331555366516	5.44502592086792	1	0	N	Z	1	1	3	3	13.3999996185303	2828	70	0	0 P	GALAXY
0533+5407	83.42167	54.13278	0.250034540891647	0.368977576494217	4.75335264205933	6.95024347305298	0	0	N	H	1	3	3	3		5392	41	-2		GALAXY
1017+5413	154.39	54.21972	0.250034540891647	0.250034540891647	1.35518932342529	2.95801210403442	1	0	N	H	1	1	3	3	14	9782	34	-1		GALAXY
N6801	291.6225	54.27083	0.250034540891647	0.19142559170723	1.43548929691315	4.10204124450684	1	0	N	H	1	2	3	3	14.8000001907349	4315	47	-1	5A	GALAXY
0457+5418	74.27625	54.31472	0.250034540891647	0.296483129262924	2.80543327331543	2.76057767868042	0	0	N	O	1	3	3	3		16640	100	-5		GALAXY
1826+5425	276.62375	54.41917	0.250034540891647	0.56885290145874	1.37088167667389	2.21819615364075	0	0	N	H	1	1	3	3		13876	34	-1		GALAXY
	210.3075	54.48111	0.250034540891647	0.238231927156448	1.5995579957962	1	4	0	N	M	1	3	3	1						GALAXY HII REGION
	210.17875	54.51139	0.297166585922241	0.651628434658051	4.94310712814331	6.56145334243774	4	0	N	M	1	3	3	2		152	35			GALAXY HII REGION
	210.48167	54.55556	0.403645396232605	1.93196833133698	9.66050910949707	18.3653812408447	4	7	3	M	3	3	3	2		298	30			GALAXY HII REGION
N3448 M	162.90958	54.57194	0.348337322473526	0.576766431331635	5.6234130859375	11.1686353683472	1	2	N	Z	2	3	3	3	12.4200000762939	1357	9	1	5	GALAXY
N3756	173.51125	54.57472	0.250034540891647	0.219785988330841	1.44877195358276	5.57185792922974	1	0	N	Z	1	2	3	3	12.4200000762939	1282	10	614	4X3T	GALAXY
N5368	208.16625	54.57472	0.250034540891647	0.145881444215775	1.32434141635895	2.74157404899597	4	0	N	Z	1	2	3	3	13.8000001907349	4642	24	2729	2X P	GALAXY
N5457	210.345	54.59611	6.19441175460815	11.7760620117188	87.9022521972656	252.348052978516	4	8	N	Z	1	3	3	3	8.69999980926514	233	4	26 2	6X1T	GALAXY
N5471	210.67833	54.63556	0.250034540891647	0.253512889146805	1.80717396736145	2.54097247123718	4	0	N	M	1	2	3	2		297	50	18 2	32	GALAXY HII REGION
	210.41708	54.64389	0.372391700744629	0.123879656195641	1.26765203475952	1	3	7	N	M	1	2	3	1						GALAXY HII REGION
1029+5439	157.34458	54.65778	0.260015934705734	0.968277871608734	4.78630018234253	5.48276901245117	1	0	N	Z	1	3	3	3	13.1999998092651	1431	30	27	10 P	GALAXY
N2446	116.16875	54.73639	0.250034540891647	0.250034540891647	1.30316686630249	4.36515808105469	1	0	N	Z	1	1	3	3	13.8999996185303	5672	20	9 2	3	GALAXY
A1717+5444	259.47625	54.74722	0.250034540891647	0.248313292860985	1.3614444732666	2.0137243270874	0	0	N	B	1	3	3	3		44211	36	53		GALAXY
N4384	185.69917	54.7825	0.250034540891647	0.206063002347946	2.21819615364075	4.20726585388184	1	0	N	Z	1	2	3	3	13.5	2487	37	27	1A P	GALAXY
1648+5447	252.18125	54.79333	0.250034540891647	0.177418947219849	2.87078022956848	3.29609727859497	0	0	N	O	1	2	3	3		31293	41	-202		GALAXY
N3738	173.26375	54.8025	0.250034540891647	0.250034540891647	2.00447225570679	3.4593939781189	1	0	N	Z	1	1	3	3	12.1999998092651	225	30	2	10 P	GALAXY
N4194	182.92208	54.8025	0.961612224578857	4.24619579315185	24.0436305999756	24.3781127929687	1	0	1	Z	3	3	3	3	13	2528	15	3	10B P	GALAXY
